Specials,TG Leaders,2513.068503937008,6350.0,15957985.0,152400.0,41.8844750656168
Legal,Licence North America,2737.2188679245282,2650.0,7253630.0,63600.0,45.6203144654088
Specials,Bogdanoff is calling,2768.56106870229,0.0,0.0,0.0,46.1426844783715
Markets,Fan tokens,2768.56106870229,0.0,0.0,0.0,46.1426844783715
Legal,Anti money loundering,2815.1216041397156,773.0,2176089.0,18552.0,46.91869340232859
PR&Team,Security team,2817.8728813559323,0.0,0.0,0.0,46.96454802259887
Markets,P2P trading,2820.8555555555554,1080.0,3046524.0,25920.0,47.014259259259255
Markets,Derivatives,2846.8239726027396,0.0,0.0,0.0,47.44706621004566
Markets,LayersZero Listing,2924.8508064516127,2480.0,7253630.0,59520.0,48.74751344086021
Specials,Special Hamster Conference,3125.084962406015,0.0,0.0,0.0,52.08474937343359
Specials,Web3 Game Con,3226.1857605177993,3090.0,9968914.0,74160.0,53.769762675296654
Legal,Licence South America,3358.162037037037,0.0,0.0,0.0,55.96936728395062
PR&Team,Marketing,3758.357512953368,193.0,725363.0,4632.0,62.63929188255613
PR&Team,Security Audition,3863.9186046511627,0.0,0.0,0.0,64.39864341085271
PR&Team,VC Labs,3992.717829457364,0.0,0.0,0.0,66.54529715762274
PR&Team,Partnership program,4015.8115942028985,0.0,0.0,0.0,66.93019323671497
PR&Team,TikTok,4226.810169491526,0.0,0.0,0.0,70.4468361581921
PR&Team,Blocking suspicious accounts,4402.925847457627,0.0,0.0,0.0,73.38209745762713
PR&Team,Two factor authentication,4505.542005420054,0.0,0.0,0.0,75.0923667570009
PR&Team,IT Team,4689.830747531735,0.0,0.0,0.0,78.16384579219559
PR&Team,Tokenomics expert,5616.7067567567565,1480.0,8312726.0,35520.0,93.61177927927928
PR&Team,Product team,5635.745762711865,0.0,0.0,0.0,93.92909604519774
Specials,Bitcoin Pizza Day,5635.745762711865,0.0,0.0,0.0,93.92909604519774
PR&Team,Support team,6023.714975845411,0.0,0.0,0.0,100.39524959742351
PR&Team,Coindesk,7044.682203389831,0.0,0.0,0.0,117.41137005649718
Markets,Top 10 cmc pairs,7044.682203389831,0.0,0.0,0.0,117.41137005649718
Markets,Staking,7370.4715789473685,0.0,0.0,0.0,122.84119298245614
Specials,Hamster Youtube Channel,7597.050632911392,790.0,6001670.0,18960.0,126.6175105485232
PR&Team,Compliance officer,7670.0,0.0,0.0,0.0,127.83333333333333
Markets,BTC Pairs,7938.714285714285,126.0,1000278.0,3024.0,132.31190476190474
PR&Team,HamsterTube,8453.05633802817,0.0,0.0,0.0,140.8842723004695
PR&Team,X,8698.07114624506,253.0,2200612.0,6072.0,144.96785243741766
PR&Team,HamsterBook,9052.29411764706,0.0,0.0,0.0,150.87156862745098
Legal,Legal opinion,9392.909604519775,0.0,0.0,0.0,156.54849340866292
Markets,Meme coins,10231.046153846153,0.0,0.0,0.0,170.5174358974359
PR&Team,Cointelegraph,11114.20634920635,0.0,0.0,0.0,185.2367724867725
Legal,SEC transparancy,11271.49152542373,0.0,0.0,0.0,187.85819209039548
Specials,Youtube Gold Button,11510.682393555811,869.0,10002783.0,20856.0,191.84470655926353
PR&Team,CEO,12661.75,0.0,0.0,0.0,211.02916666666667
PR&Team,BisDev team,12661.753164556962,0.0,0.0,0.0,211.0292194092827
Markets,SocialFi tokens,12661.753164556962,0.0,0.0,0.0,211.0292194092827
Markets,Trading bots,13640.15909090909,616.0,8402338.0,14784.0,227.33598484848483
Markets,Defi2.0 tokens,15877.436507936507,0.0,0.0,0.0,264.62394179894176
Specials,Hamster Kombat merch,16907.240677966103,0.0,0.0,0.0,281.7873446327684
Markets,GameFi tokens,21330.40928270042,0.0,0.0,0.0,355.50682137834036
Markets,ETH Pairs,22468.02962962963,0.0,0.0,0.0,374.4671604938272
Legal,KYB,24902.99014778325,203.0,5055307.0,4872.0,415.0498357963875
Legal,KYC,29737.08823529412,34.0,1011061.0,816.0,495.61813725490197
PR&Team,HamsterGram,29913.059171597633,169.0,5055307.0,4056.0,498.5509861932939
Specials,Sport Entegration,99999999999999.0,1.0,99999999999999.0,24.0,1666666666666.65
